0,90.449,11.705,75.591,90.078,39.217,22.472,68.242,83.934,91.417,67.201,94.541,58.249,86.977,35.014,86.47,95.189,82.492,17.117,13.038,8.2462,5.6569,19.925,86.371,32.388,89.202,68.096,86.885,36.235,55.218,7.2111,89.286,81.222,23.537,20.025,79.605,67.03,26.019,37.121,66.03,29.155,15.811,79.177,94.366,85.024,90.802,21.19,83.6,74.813,53,85.51,82.389,71.449,6,1.4142,24.083,33.015,8.544,15.811,7.2801,87.092,4.4721,37.014,29.275,91.137,66.843,49.82,60.531,67.424,21.378,24.083,88.233,7.8102,42.154,91.706,71.021,47.011,50,25.632,89,16.279,86.006,56.4,43.829,57.428,52.01,37.336,16.279,26.173,88.119,59.682,89.694,27.074,47.854,54.918,94.202,71.197,67.476,39.013,7.6158,88.843,72.801,72.25,28.443,84.9,31.145,45.188,87.464,19.235,67.676,69.462,35.341,94.578,40.162,53.413,83.096,69.405,6.0828,18.788,29.275,52.631,73.926,73.239,56.859,85.703,30.463,81.939,66.03,12.042,51.624,18.028,26.249,83.006,59.076,70.456,23.345,93.005,67.119,89.844,18.248,31.78,22.361,33.541,8.2462,21.84,27.731,14.56,69.971,71.028,4.4721,91.005,14.765,7,42.485,89.157,9.0554,10.198,80.306,42.953,16.031,87.316,71.007,19.416,11.045,78.721,91.214,76.276,85.147,77,37.216,25.08,72.111,5.3852,50.478,46.872,85.071,69.051,20.881,61.033,25.179,93.172,29.069,7.2111,30.806,85.235,38.639,93.408,8.544,26.306,85,82.152,38.328,16.031,48.826,88.391,78.23,67.801,7.2801,84.758,53.339,26.683,77.162,27.857,40.497,30.887,41,48.374,78.492,81.006,78.294,77.414,88.459,30.017,31.385,25,81.025,90.244,19.235,79.624,80.156,9.8995,82.735,5.099,5.3852,86.093,74.33,80.623,42.72,90.824,91.082,25.318,11.18,25.962,36.056,13.928,61.847,29.155,81.006,41.11,84.717,42.942,89.269,18.028,15.232,77.006,26.077,90.355,51.4,35.511,32.757,67.602,40.719,40.2,90.05,13.416,74.887,35.228,92.779,37.162,27.074,63.388,12.728,30.15,51.313,26.173,88.769,23.537,89.739,62.201,69.721,40.447,38.897,43.012,9.434,86.833,68.593,89.443,91.482,90.796,19.925,82.024,86.585,6.4031,12.207,5.831,87,82.006,19,95.037,8.6023,76.026,83.385,79.706,3,76.007,57.306,48.104,67.231,90.2,83.096
90.449,0,94.021,34.713,26.926,53.151,69.007,45.343,25.06,22.361,47.508,8.544,48.374,5.6569,94.641,4,22,38.079,88.363,83.024,82.735,94.133,72.567,4.1231,58.138,3.1623,39.825,10.296,58.549,50.537,95.189,15.524,9.4868,67.119,91.662,33.015,25.495,92.574,91.395,26.401,61.294,85.212,34.409,7.6158,8.6023,9.0554,83.726,7.0711,25.612,48.847,9.2195,8.0623,25.495,90.05,89.56,66.91,94.112,93.005,79.076,88.023,24.698,88.955,95.21,61.205,4.1231,50.329,55.543,34.482,46.098,70.214,66.37,18.974,85.159,51.478,20.224,41.725,56.648,54.231,66,9.0554,87.281,10.77,51.478,56.321,49.244,54.129,55.145,74.243,94.541,34.176,44.777,25.962,93.744,48.508,48.754,6.7082,38.21,28.601,93.92,88.459,9.4868,47.424,23.431,87.098,15.264,89.739,50.01,25.632,93.536,44.688,39.699,58.31,23.022,52.154,53.666,8.6023,46.69,84.38,74.953,96.104,54.562,38.21,44.598,48.765,10,62.073,28.302,46.228,82.765,49.396,72.691,65.008,10.63,47.508,44.553,95.037,18.028,44.045,17.464,93.434,59.034,94.895,57.079,92.005,69.065,65.069,86.145,40.361,21.954,88.142,10.05,83.096,83.487,52.953,27.203,90.802,88.006,18.868,51.788,89.275,22.472,21.471,86.579,89.022,31.401,15.133,43.417,6.4031,15.811,90.443,65.376,22.204,92.087,51.624,53.759,19.235,30.414,70.064,47.707,65.276,11.045,61.4,87.298,60.033,25.495,87.92,25.179,94.541,64.195,34.438,39.446,89.811,91.269,53.488,25.298,40.804,48.166,93.381,21.471,47.539,85.703,19.105,64.008,52.24,63.285,95.52,50.289,43.012,35.511,35,21.401,7.6158,60.531,61.074,84.345,14.213,11.18,71.253,30.806,17.205,84.528,32.249,90.094,89.107,13.601,22.627,36.892,55.785,23.537,21.378,95.352,88.023,84.528,95.88,85.094,51.614,95.126,13.454,98.351,6.3246,53.151,11.402,74.525,77.466,15.264,93.557,1,53.712,87.932,58.034,29.206,53.6,91.417,6,84.054,43.278,89.844,3.6056,56.321,63.953,31.385,82.976,95.341,50.695,65.115,26.249,86.145,13.342,48.826,28.32,89.538,53.085,95.273,86.683,14.318,28.425,7.2801,16.125,3,84.593,13.601,13.416,94.085,81.584,87.092,9.4868,12.806,90.554,6.4031,85.024,17.804,26.42,28.601,93.434,41.231,44.283,62.65,40.608,3,14.765
11.705,94.021,0,74.947,90.25,41.049,25.179,66.212,84.404,92.195,64.846,97.185,56.462,90.022,24.187,90.022,96.104,81.154,8.4853,11,17.692,7,28.601,90.05,36.497,93.134,67.067,89.275,36.497,53.31,17,90.934,85.147,27.659,9.4868,79.057,72.18,15.297,26.926,71.197,33.956,9.8489,78.435,97.129,89.454,93.263,14.213,87.006,81.043,51.865,88.142,86.052,77.369,6.4031,13,30.871,22.204,3.1623,26.249,7.2111,87.556,16.155,26.173,33.734,95.189,64.008,47.424,66.761,65.307,29.155,29.411,89.443,18.868,43.29,92.763,69.462,44.777,47.927,28.071,93.648,8.6023,90.796,54.129,42.379,55.543,49.659,39.051,21.541,15.033,87.316,58.523,89.989,16.125,48.052,53.488,97.082,70.228,73.498,28.443,19.313,91.269,70.235,77.878,19.235,86.701,21.19,45.706,87.801,8.0623,65.795,68.352,36.222,95.341,42.048,50.99,87.281,67.082,14.142,28.32,18,50.09,72.801,71.113,55.154,88.204,32.016,82.006,63.977,23.022,50.596,25.06,29.155,87.573,57.385,68.447,12,94.366,65.391,91.241,7.0711,35.228,11,37.336,3.6056,25.495,29.017,8.544,68.71,76.118,9.2195,93.343,11.18,15.556,42.755,89.286,20.616,6.0828,85.907,43.566,7.0711,88.074,75.954,11.314,5,78.447,92.914,74.25,89.202,81.744,27.203,30.364,77.466,6.3246,49.041,45.541,86.313,75.584,24.515,59.093,30.083,95.425,34.205,18.788,34.234,85.615,29.155,93.862,19.026,30.806,84.155,80.623,28.46,5.831,47.17,88.769,76.557,65.299,18.111,85.703,52.498,18.028,82.565,30.017,42.107,31.257,30.265,47.802,76.485,80.056,77.492,83.199,91.137,35.44,33.015,17.029,85.988,92.439,24.352,79.404,85.51,21.095,82.219,16.763,17.088,91.241,80.05,79.48,41.761,91.444,91.984,14,6,17.804,25.08,9.2195,59.059,18.028,85.843,30.017,88,42.953,91.444,27.019,24.759,81.615,15.133,94.048,49.244,26,36.222,73.763,41.437,30.083,94.34,10.05,72.918,25.298,96.005,38.21,33.615,69.376,23.854,19.026,49.98,33.106,89.022,15,91.662,59.933,75.961,30.676,41.012,32.388,21.024,88.685,74.726,92.136,93.059,94.005,12.806,86.977,88.566,6,22.804,9.2195,91.662,86.833,8.9443,98.046,9.8489,81.049,83.678,79.812,11.045,74.324,56.613,44.102,66.129,94.133,88.284
75.591,34.713,74.947,0,16,37.202,53.339,11.705,11.705,19.416,13.928,31.623,19.105,29.069,68,32.202,23.345,8.0623,67.446,64.622,69.642,77.473,63.127,33.015,46.098,36.401,8.0623,24.759,39.357,22.204,81.988,21.954,32.202,53.254,69.635,4.1231,37,68.593,64.031,37.014,49.679,65.146,3.6056,32.202,37.59,27.803,61.847,29.682,46.53,23.087,25.495,30.887,43.186,73.007,75.18,56.727,68.029,75.027,69.656,70.774,14.318,75.802,68.029,49.041,38.419,16.553,28.284,43.566,12.649,60.308,54.203,18.788,72.945,33.838,20.881,7.6158,30.594,27.459,50.249,41.34,66.761,40.706,22.023,32.573,20.1,26.173,38.833,60.208,70.576,12.53,16.492,16.031,69.462,27.785,21.587,32.802,5,43,66.121,76.551,26.249,12.728,41.304,62.394,19.849,64.125,30.529,14.142,71.805,11.402,7,40.311,22.204,36.401,25.08,34.886,12.53,69.836,65.947,71.253,26.077,3.6056,9.8995,20.224,24.759,45.277,8.2462,13.342,72.201,24.352,60.803,49.93,37.577,18.111,10.296,72.007,23.409,11.18,21.024,72.035,45.607,72.18,44.688,74.095,54.378,47.885,66.408,7.0711,37.216,72.014,27.203,63.906,69.462,33.121,15,79.322,69.642,43.966,32.757,68.68,15.811,36.222,65,70.228,4.1231,23.707,8.9443,34.986,36.401,63.032,53.413,39.319,75.24,25.962,29.411,16.643,47.011,55.227,17,52.802,28.302,50.329,75.166,46.4,12.369,60.075,20.025,82.152,51.4,9.434,8.544,62.073,70.605,27.893,15.133,7.0711,14.318,80.777,14.765,22.472,61.66,41.231,48.021,35.805,44.721,67.268,27.313,9.2195,5.6569,2.8284,44.147,27.586,50.249,44.418,61,39.56,25.807,57.689,5.099,42.059,73.239,7.2801,77.175,76.322,43.382,42.579,5.831,33.242,18.248,19.647,71.701,69.289,60.828,69.007,65.788,19.416,70.257,38.626,70.257,29.411,32.65,25,64.661,67.007,35.44,69.584,35.468,26.306,61,44.822,44,34.986,63.198,39.408,65.192,8.6023,63,33.971,38.588,54.489,42.19,72.801,70.178,25,55.902,15.033,63.151,23.854,17.117,45.044,61.205,37.802,66.483,75.452,21.401,44.011,28.32,23.259,32.527,63.063,39.925,22.023,77.078,70.803,70.682,40.311,39,68.884,34.205,68.029,38.079,10.44,6.7082,78.262,6.7082,18.385,34,9.0554,37.014,42.154
90.078,26.926,90.25,16,0,50.99,67.624,27.295,6.4031,5,29.428,20.591,35.057,22.204,84,26.173,8.0623,13.892,82.976,79.699,83.63,92.358,76.007,27.166,59.169,29.614,24.021,17.117,54.083,38.118,96.177,11.402,29.069,67.082,85.329,12.042,40.311,84.481,80.025,40.719,62.769,80.523,13.153,21.471,33.061,18.028,77.466,25,46.872,38.639,19.026,27.019,44.643,87.92,89.554,69.642,84.024,90.139,82.68,85.703,3.6056,89.9,84.024,62.266,31.048,31.78,44.181,48.765,28.284,73.246,67.602,8.0623,86.77,47.927,7.2111,23.195,46.39,43.29,64.475,35.511,82.225,36.125,38.013,48.052,36.056,42.107,52.802,74.25,86.47,7.8102,32.249,1,85.376,42.379,37.336,22.361,21,45.88,82.098,90.355,17.464,26.571,42.45,78.313,13.038,80.1,44.944,2.8284,87.476,27.166,23,54.781,6.7082,50.09,41.049,31,27.659,84.172,78.772,87.207,42.048,19.105,24.042,36.125,18.028,59.615,8.2462,29.155,85.586,39.812,74.303,63.977,34,34.059,25.495,87.824,10,27.074,9.4868,87.664,59.059,87.966,57.801,89.185,68.447,62.394,81.744,23.022,38.897,86.729,17.088,79.12,83.672,47.76,1,93.059,84.77,42.107,47.17,84.172,5.099,37.947,80.604,85.44,12.042,12.083,21.541,30.067,35.511,79.025,66.731,40.522,90.139,41.593,44.911,9.2195,49.336,69.354,33,66.242,17,63.285,89.006,59.942,5,76.059,4.1231,96.151,64.885,9.434,15.264,78.058,86.122,43.566,2.2361,18.385,29.614,94.81,7.6158,37.855,77.524,40.447,62.241,49.659,59.464,83.217,42.45,20.125,12.649,14.142,43.417,19.416,62.968,58.694,76.792,37.054,15.811,71.554,11.045,40.112,86.833,9.2195,91.236,90.338,39.115,42.953,13.928,48.508,3.6056,5.831,87.573,84.481,76.655,85.006,81.043,35.228,86.209,36.056,86.209,24.021,47.434,15.524,77.698,80.262,34.525,85.475,27.893,42.19,77,58.181,46.819,49.396,79.158,32.757,80.362,22.136,79,24.698,52.924,67.119,46.519,86.093,86.145,40.608,68.505,1.4142,78.918,13.601,33.061,47.127,77.162,51.43,82.389,89.067,13.038,46.487,19.647,11.18,24.042,78.645,37.014,14.036,92.027,84.22,85.44,35.228,36.014,84.528,23.707,82.873,37.656,6.7082,10.44,92.849,19.925,33.734,50,25.02,29.833,39
39.217,53.151,41.049,37.202,50.99,0,16.763,32.202,44.777,52.202,31.906,56.143,22.825,49,43.909,49.163,55.973,44.688,35.228,30.067,32.65,41.976,26.173,49.254,9.434,52.469,30.414,48.26,6.4031,20.616,45.188,50.22,44.553,16.125,38.639,41.049,33.541,40.162,41.617,32.65,12.806,32.062,40.804,56.08,49.244,52.24,30.806,46.098,44.102,17,47.096,45.277,39.962,37.656,38.626,19.849,42.942,40.311,32.558,35.511,47.927,38.91,44.944,12.042,54.589,32.65,18.111,31.145,31.623,23.345,17.029,49.041,35.847,3.6056,52.498,33.971,16,17.263,13.601,53.6,34.132,50.961,22.472,12.042,22.361,19.416,2,23.259,42.059,49.649,22.804,50.567,41.437,10,19.235,56.036,33.302,36.62,44.407,39.446,50.249,37.443,39.825,35.341,45.891,38.471,7.2111,48.332,40.447,31.401,31.828,5.3852,55.362,1,20.616,46.872,33.838,33.242,29,44.011,20.396,36.125,37.014,21.471,47.17,9.0554,42.942,30.232,35,15.652,23.601,13,47.539,23.324,34.205,42.202,53.852,30.61,50.695,40.311,8.4853,41.976,8.0623,39.319,17.464,12.042,33.015,32.527,37.162,36.139,52.345,30,32.696,6.0828,50.09,42.19,35.128,47.424,5.3852,36.125,48.104,36.77,33.541,36.056,39.962,52.173,39.699,48.662,42.059,40.804,16.279,38.91,39.812,15.811,13.153,45.88,39.825,18.385,25.554,15.62,54.452,13.601,38.079,9.2195,46.098,39.051,54.231,45.177,14.213,46.615,44.598,40.608,38.118,15.297,49.244,41.012,32.757,43.829,45.541,16.643,33.615,43.863,11.402,1.4142,10.198,46.4,12.083,41.773,42.802,40,45.177,50.09,13.892,8.0623,31.953,46.487,51.478,20.591,40.817,46.615,36.056,44.102,40.249,39.357,51.865,42.059,42.638,10.05,51.624,51.865,42.72,35.057,32.311,45.277,32,28.231,43.081,46.174,48.826,47.043,7.0711,50.488,27.586,29.833,41.761,41.11,53.235,18.439,38.013,7.8102,37.202,4,42.638,53.935,31.016,38.288,39.661,55.009,3.6056,18.028,32.802,35.609,43.463,16.155,19.416,49.659,33.526,50.804,27.295,39.408,41.11,1,46.861,38.275,47.854,38.013,51.088,52.393,53.009,31.575,47.434,47.676,41.773,33.601,34.928,51.662,47.127,37.483,57.009,32.558,41.785,44.283,40.706,42.059,38.897,19.849,22.361,29.698,53.46,49.041
22.472,69.007,25.179,53.339,67.624,16.763,0,46.755,61.465,68.949,45.967,72.56,36.797,65.192,34.828,65.008,72.732,60.465,21.024,14.318,16.401,25.318,14.142,65,11.402,68.029,46.043,64.777,14.213,33.941,28.653,66.94,60.033,3.6056,25.06,57.306,47.074,28.425,34.132,46.098,9.434,17.464,56.939,72.443,64.281,68.731,18.439,62.032,56.303,31.241,63.506,61,52.498,21.095,21.932,10.44,33.302,24,18.788,19.026,64.622,22.472,36.401,8.9443,70.064,46.011,29.206,42.154,46.011,12,6.7082,65.803,19.849,19.698,69.26,49.204,26.401,29.069,3.1623,68.469,19.698,65.62,35.384,22.672,36.069,31.241,14.866,7.0711,30,65.863,37.802,67.231,29.833,25.554,33.302,72.339,49.092,48.703,36.892,23.431,66.753,51.624,52.887,25.612,62.586,29.206,22.825,65,26.401,46.098,47.434,13.038,72.111,17.72,32.65,62.129,48.104,16.553,16.492,32.65,32.016,51.865,51.74,35.384,63.64,8.0623,59.506,44.598,20,29.833,9.4868,4,62.394,37.537,48.918,29.155,70.605,45.453,67.446,26,10.05,28.653,12.166,23,2,5.6569,18.028,48.01,50.99,19.416,68.884,14.866,16.125,20.248,66.708,26.249,19.105,60.877,20.591,21.541,64.846,50.804,20.248,20.224,56.356,68.884,54.672,64.07,56.569,33.615,7.2111,52.393,23.195,29,25.456,62.642,51.078,2.2361,39.623,6.4031,71.021,10,22.023,9.0554,62.769,33.106,70.937,28.844,6.4031,62.769,60.216,34,23.409,27.586,65.924,56.4,46.669,27.459,62.298,31.401,23.431,57.489,5.3852,18.028,9.2195,39.115,26.401,56.851,58.83,56.08,58.241,66.483,11.402,8.9443,21.26,60.828,68.066,5.3852,57.245,60.415,20.518,60.415,23.854,23.022,66.098,55.082,58.523,21.213,68.352,68.622,30.232,19.235,22.023,36.235,16.763,41.11,31.89,60.671,40.804,63.071,20.809,67.082,14.56,15.652,56.436,29.206,69,30.48,30.887,11.045,49.041,18.358,36.235,69.181,15.524,53.263,31.906,71.113,14.765,11.662,44.598,20.809,32.558,29.732,12.083,66.31,21.932,67.469,41.012,51.264,35.341,16.492,40.311,22.627,64.537,49.98,67.476,69.123,69.116,18.601,61.814,64.327,25.179,18.601,18.248,66.483,61.66,23.707,73.246,16.031,55.902,60.926,57.271,25.298,54.203,35.228,29.547,45.222,69.029,63.151
68.242,45.343,66.212,11.705,27.295,32.202,46.755,0,23.409,31.048,2.2361,43.046,10,39.699,57.14,42.426,34.928,15.297,58.31,56.436,63.127,69.462,58.258,43.139,41.617,46.669,5.831,35.805,32.558,13.038,75,33.541,41.4,47.381,60.083,15.297,42.45,58.464,53.038,42.202,45,56.365,14.142,43.566,47.011,39.115,52.555,39.623,53.141,15.556,36.235,40.46,49.336,65,68.007,52.01,57.315,66.648,64.444,62.769,25.962,69.029,57.035,44.204,48.795,5,18.788,47.17,1,55.444,48.918,30.463,66.603,28.601,32.573,4.1231,21.471,18.358,43.863,51.088,57.775,50,12.083,24.413,10.817,16.553,33.422,53.814,60.415,22.091,9.434,27.459,59.228,22.204,13.454,44.102,7.2111,48.27,55,70.178,37.443,5.3852,47.76,52.173,31.064,53.6,25,25.71,62.298,1,5.6569,33.941,33.734,31.623,15.232,44.204,2,62.801,61.074,60.828,16.155,8.2462,5,11.402,35.609,38.897,19.925,2.2361,66.468,16.971,55.172,43.841,46.615,9.2195,2.2361,62.097,35.114,2,32.696,62.626,40.608,62.362,40.224,65.765,48.104,41.11,57.697,5,43.658,64.351,38.588,55.471,62.626,26.907,26.306,73,61.294,51.884,27.019,59.615,27.514,42.72,55.714,61.717,15.811,35.341,8.0623,44.688,44.294,52.038,48.27,45.88,67.231,17.804,21.401,28.178,52.393,48.836,7.2111,47.508,39.825,45.804,68.768,41.231,24.042,49.01,31.401,75.432,46.098,19.026,14.56,51.01,61.465,19.416,26.683,10.44,2.8284,74.027,26.401,15.62,51.662,48.754,41.725,30.806,37.643,56.036,20.518,10.296,15,13.153,51.478,38.601,46.043,38.184,51.245,48.021,37.216,51.624,16.763,50.12,67.209,18.111,70.434,69.656,52.431,49.396,14.036,25.612,29.833,31.321,61.612,60.828,50.961,58.078,57.245,8,59.841,47.17,59.034,39.598,26.173,36.359,59.548,61.555,43.417,59.439,46.011,17,50.16,40,49.244,29.069,52.01,49.518,56.824,6.7082,52.154,45,32.558,50.22,46.53,67.179,59.682,17.029,51.614,26.476,53.451,35.355,6.3246,50.695,50.01,33.015,55.145,69.354,32.757,49.477,39.408,34.928,43.417,53.852,48.549,33.287,68.964,65.054,62.968,49.82,47.707,59.464,45.486,60.208,45.618,22.136,18.385,70.725,8.2462,12.53,23.345,5.3852,47.381,50.774
83.934,25.06,84.404,11.705,6.4031,44.777,61.465,23.409,0,8,25.632,20.518,30.067,19.698,79.101,23.409,12,13.038,77.279,73.763,77.389,86.331,69.642,24.352,52.839,27.313,19.235,14.765,48.083,33.015,89.961,10.63,25.179,60.836,79.762,8.6023,34.785,79.158,75.24,35.114,56.436,74.733,10,21.213,29.833,17.029,71.847,21.587,42.19,33.136,16.155,23.345,39.623,81.908,83.385,63.285,79.025,84.202,76.322,79.699,3.1623,83.672,79.228,55.946,29.069,28.231,39,42.953,24.352,66.888,61.294,7.2111,80.498,41.785,9.2195,19.313,41.049,38.013,58.31,32.894,76.485,32.985,33.136,42.426,31.064,37.014,46.615,68.029,81.154,10,27,5.831,80.1,36.401,32.016,21.932,16.492,40.522,77.414,84.077,15.811,23.854,37.483,73.062,9.8489,75,38.897,3.6056,81.884,23.087,18.439,48.703,11.045,43.863,36.056,27.459,24.166,78,72.402,82.024,37.054,15.232,21.095,31.016,15.232,53.488,3.6056,25,79.259,34.234,68,57.775,30.414,29.069,21.932,82.389,11.705,22.804,9.434,82.037,52.773,82.492,51.478,83.241,62.241,56.303,75.928,18.682,33.734,80.654,16.279,73.246,77.473,41.761,5.6569,86.77,78.848,38.053,41.11,78.447,4.1231,32.757,74.967,79.555,7.6158,12.207,19.209,26.926,31.016,74.243,60.415,35.511,84.119,36.125,39.319,5.831,44.147,63.159,28.284,59.942,17.029,56.939,82.735,53.666,1.4142,71.344,9.4868,89.9,58.592,9.4868,14.422,73.335,80.411,38.118,4.4721,16.279,26,88.566,3.6056,32.249,72.173,36.014,56.08,43.463,53.451,78.638,36.674,18.385,10.63,10.817,39.013,17.493,56.604,52.555,71.344,33.136,14.866,65.307,6.7082,36.056,80.529,7.2111,85,84.095,35.903,38.21,12.042,42.755,7.0711,8.0623,82.219,78.588,71.253,80.156,75.186,31.048,81.025,32.14,81.615,20.881,41.485,14.213,71.344,73.926,30.017,80.156,25.942,37,72.111,51.884,41.485,43.324,74.545,30.463,74.465,19.416,74.108,23.601,46.819,60.745,40.853,79.756,81.006,35.128,62.129,5,73.437,12.728,28.636,41.976,72.56,45.188,77.929,82.765,10.817,41.231,18.028,11.662,22.472,72.993,33.242,11.662,86.023,77.897,79.379,32.28,32.249,78.918,23.345,76.844,33.061,1.4142,5.099,86.729,17.205,28.16,45.177,20.224,27.731,35.355
91.417,22.361,92.195,19.416,5,52.202,68.949,31.048,8,0,33.242,15.652,38.053,18,87.092,22,4,18.601,85.159,81.492,84.694,93.963,76.538,23,59.933,25.179,27.166,13.038,55.785,41.012,97.309,7,25.495,68.154,87.693,15.811,38.079,87.144,83.217,38.588,63.506,82.565,17.088,16.553,29.017,13.342,79.762,21.213,43.681,41.11,15.133,23.345,41.785,89.56,90.824,70.235,87.023,91.924,83.241,87.361,5.099,91,87.207,63.071,26.476,35.735,47,46.872,32.016,73.824,68.447,4.4721,87.727,49.336,2.2361,26.926,49.041,46.011,65.788,31.145,84.345,32,41.11,50.359,39.051,45.011,54.083,75.392,89.14,12.806,35,4.2426,88.091,44.147,40.012,17.464,24.331,43.382,85.376,91.285,13.038,30.871,39.56,81.056,9.8489,83,46.573,5.3852,89.805,30.806,26.306,56.321,3.1623,51.264,44.045,27.166,31.623,85.44,79.259,90.022,45.044,22.804,28.231,39.013,14.142,61.033,11.18,32.757,86.313,42.19,75.153,65.192,30.15,37.054,29.411,90.355,5,30.594,5,89.944,60.008,90.449,58.6,90.956,69.642,63.891,83.744,26.476,36.249,88.233,12.369,81.025,84.865,49.477,5.6569,93.941,86.585,38.471,48.765,86.313,4.1231,35.341,82.873,87.321,15.297,7.2801,25.942,26.019,32.28,82.219,67.543,37.696,91.761,44.102,47.265,7.0711,46.615,70.576,36.222,67.119,12.083,63.953,89.961,60.926,7.0711,79.31,3.1623,97.17,65.795,14.213,20,81.302,88.284,46.098,4.4721,22.825,33.526,95.854,6.7082,40.2,80.156,37.108,63.569,50.922,61.131,86.579,44.553,24.698,17,18.028,40.025,15.033,63.53,60.083,79.31,33.377,11.18,72.615,14.318,36.497,87.664,13.416,92.309,91.389,35,39.85,18.358,50.636,1.4142,1,90.2,86.348,79.228,88.142,82.976,38.833,89.022,32.388,89.56,20.1,49.244,11.045,78.294,80.951,31.321,88.142,23.345,45,80.1,59.093,44.283,50.961,82.492,28.284,82.225,26.401,82.098,19.925,54.406,67.602,44.418,86.77,89.006,43.105,68.964,5,81.394,9.0554,36.497,44.385,80.505,52.555,85.843,89.9,9.2195,43.863,15.133,6.3246,19.416,80.895,33.242,10.198,93.68,84.971,86.977,31.016,32.249,86.833,18.788,84.481,34.482,9.0554,13.038,94.244,24.166,36.125,53.151,28.16,25.318,35.128
