0,5,27,1.4142,24.021,2,8.2462,24.083,27.074,28.071,3.6056,5.831,15.297,17.263,26.173,10.77,21.378,23.345,26.306,27.295,33.242,5.099,5,5.099,18.682,23.537,6.0828,13.416,14.318,20.881,26.683,28.636,29.614,32.558,18.385,19.313,25.962,33.734,8.0623,18.788,26.249,9.0554,12.728,14.213,23.77,33.242,18.868,20.591,26,27.857,30.676,32.573,12.53,18.601,21.954,33.838,34.176,35.114,13.038,14.765,17.692,21.401,14.036,15.652,27.785,29.53,15.297,27.459,16,21.932,24.839,26.401,25.495,27.019,29.411,31.906,36.235,38.013,18.028,20.125,27.659,30,36.715,19.026,19,21.024,21.954,23.022,35.511,21.541,22.825,29.732,30.48,21.095,21.213,23.707,25.807,27.019,32.65,25.554,34.059,35.609,39.661,23,23.195,25.08,31.145,33.242,33.971,34.713,35.468,40.224,41.049,24.187,34.655,39.205,25.495,39.825,26.683,26.926,28.231,30.017,33.422,34.059,38.21,31.385,28.443,30.463,29.069,29.428,29.614,32.202,33.121,39.623,43.932,44.688,31.321,38.419,39.051,39.699,31.016,31.064,32.573,38.013,39.205,32.249,32.388,32.985,35.777,37.736
5,0,22,4.1231,19.026,5.3852,3.6056,19.105,22.091,23.087,4.2426,3,10.44,12.369,21.213,6.4031,16.492,18.439,21.378,22.361,28.284,7.8102,7.0711,6.4031,13.928,18.682,8.4853,9.2195,10,16.155,21.84,23.77,24.739,27.659,13.892,14.765,21.19,28.862,8.9443,14.422,21.541,9.8489,9.8489,10.817,19.235,28.46,14.866,16.401,21.471,23.259,26,27.857,11.045,14.866,17.804,29.155,29.547,30.463,14.318,13.153,14.765,17.692,15.232,14.142,23.601,25.239,15.133,23.431,16.763,18.868,21.26,22.627,22.023,23.345,25.495,27.803,31.906,33.615,18.974,18.439,24.083,26.173,32.45,19.925,19.647,19.416,19.925,20.616,31.401,20.224,20.881,26.249,26.907,21.213,21.095,21.84,23.259,24.187,29,23.409,30.414,31.828,35.609,23.537,23.087,23.537,28.018,29.833,30.48,31.145,31.828,36.235,37.014,24.083,31.241,35.384,25,36.069,26.019,26.077,26.683,27.857,30.529,31.064,34.713,29.155,28,28.862,29.155,29,29.017,30.364,31.016,36.401,40.311,41.012,30.265,35.511,36.056,36.62,31.257,31.145,31.401,35.355,36.359,32.016,32,32.14,33.838,35.341
27,22,0,26.019,3.1623,27.074,19.105,3.6056,2,2.2361,25.179,22.204,12.369,10.44,3.1623,17.464,7.2111,5.6569,4.1231,4,7.2111,28.443,27.459,26.476,10.296,6.4031,28.636,16.155,15.232,9.2195,6.0828,6.0828,6.3246,7.8102,12.207,11.402,7.2801,9.2195,27.203,12.806,8.2462,27.514,20.125,18.358,10.296,10.296,14.866,13.454,10.44,10.05,10.198,10.77,23.707,16.279,13.601,12.083,13,13.416,30.871,23.854,19.849,16.401,31.305,24.413,14.318,14.036,28.302,15.524,31.385,20,17.889,17.088,18.788,18.028,17.263,17,17.72,18.385,33.287,25.456,18.974,18.248,18.682,33.838,33.015,26.173,24.839,23.601,19.235,27.586,25.612,20.616,20.396,32.65,31.89,26.401,24.187,23.259,21.095,26.077,22.023,22.023,22.804,35.468,33.242,28.601,23.77,23.195,23.087,23.022,23,23.77,24.042,33.941,24.083,24.331,33.302,25.318,33.422,32.802,30.529,28.636,26.683,26.476,26.019,29.155,35.609,31.765,38.288,36.401,35.805,31.78,31.016,29,29.614,29.833,34.986,30.15,30.067,30.017,40.46,39.825,35.355,31.401,31.145,39.408,38.833,37.216,33.838,32.757
1.4142,4.1231,26.019,0,23,1.4142,7.0711,23.022,26.019,27.019,2.2361,4.4721,14.142,16.125,25.08,9.4868,20.224,22.204,25.179,26.173,32.14,4.4721,4.1231,4,17.464,22.361,5.3852,12.083,13,19.647,25.495,27.459,28.443,31.401,17.088,18.028,24.739,32.558,7,17.464,25,8,11.314,12.806,22.472,32.016,17.493,19.235,24.698,26.571,29.411,31.321,11.18,17.205,20.591,32.573,32.894,33.838,12.166,13.416,16.279,20,13.153,14.318,26.42,28.178,14.142,26.077,15.033,20.518,23.431,25,24.083,25.612,28.018,30.529,34.886,36.674,17.117,18.788,26.249,28.601,35.355,18.111,18.028,19.698,20.591,21.633,34.132,20.248,21.471,28.32,29.069,20.025,20.1,22.361,24.413,25.612,31.241,24.187,32.65,34.205,38.275,22.023,22.091,23.77,29.732,31.828,32.558,33.302,34.059,38.833,39.661,23.087,33.242,37.802,24.331,38.419,25.495,25.71,26.926,28.653,32.016,32.65,36.797,30.017,27.295,29.155,28.018,28.284,28.443,30.871,31.765,38.21,42.521,43.278,30.083,37.014,37.643,38.288,30,30.017,31.321,36.62,37.802,31.145,31.257,31.78,34.438,36.359
24.021,19.026,3.1623,23,0,24.021,16.031,1,3.1623,4.1231,22.091,19.105,9.2195,7.2801,2.8284,14.318,4.2426,3.1623,3.6056,4.2426,9.4868,25.318,24.331,23.345,7.2111,4.1231,25.495,13,12.083,6.4031,5.3852,6.4031,7.0711,9.434,9.2195,8.4853,6.0828,10.817,24.042,9.8995,7.0711,24.352,17,15.264,8.2462,11.314,12.042,10.817,9,9.2195,10.296,11.402,20.591,13.454,11.18,12.806,13.601,14.213,27.731,20.809,16.971,13.892,28.178,21.401,13,13.153,25.239,14.036,28.302,17.493,15.811,15.297,16.763,16.279,16,16.279,17.889,18.868,30.232,22.672,17.263,17,18.788,30.806,30,23.431,22.204,21.095,18.974,24.839,23.022,19.105,19.026,29.732,29,23.854,21.932,21.19,20.025,23.707,21.095,21.378,22.847,32.558,30.414,26.077,22.204,22,22.023,22.091,22.204,23.77,24.166,31.145,23.022,24.042,30.61,25,30.806,30.232,28.178,26.571,25.179,25.08,25.318,27.203,33.015,29.547,35.609,33.838,33.287,29.732,29.12,28.16,29.411,29.732,32.65,29,29.017,29.069,37.802,37.202,33.106,30.067,30,36.892,36.359,34.886,32.016,31.257
2,5.3852,27.074,1.4142,24.021,0,8,24,27,28,2.2361,5.099,15.033,17.029,26.019,10.198,21.095,23.087,26.077,27.074,33.061,3.1623,3,3.1623,18.248,23.195,4.1231,12.649,13.601,20.396,26.306,28.284,29.275,32.249,17.72,18.682,25.495,33.377,6.0828,18.028,25.71,7.0711,11.402,13.038,23.087,32.757,17.889,19.698,25.298,27.203,30.083,32.016,10.817,17.493,21.024,33.242,33.526,34.482,11.045,13.038,16.279,20.248,12.042,13.892,26.833,28.636,13.342,26.42,14,20.518,23.601,25.239,24.207,25.807,28.302,30.887,35.341,37.162,16.031,18.358,26.401,28.844,35.777,17.029,17,19.235,20.248,21.401,34.482,19.698,21.095,28.425,29.206,19.105,19.235,21.954,24.207,25.495,31.401,23.854,32.802,34.409,38.588,21,21.213,23.259,29.698,31.89,32.65,33.422,34.205,39.115,39.962,22.204,33.302,38.013,23.537,38.601,24.739,25,26.401,28.302,31.89,32.558,36.878,29.682,26.476,28.636,27.074,27.459,27.659,30.414,31.385,38.184,42.638,43.417,29.411,36.878,37.537,38.21,29.017,29.069,30.676,36.401,37.643,30.265,30.414,31.048,34,36.056
8.2462,3.6056,19.105,7.0711,16.031,8,0,16,19,20,6.0828,3.1623,7.0711,9.0554,18.028,2.8284,13.153,15.133,18.111,19.105,25.08,9.4868,8.544,7.6158,10.44,15.297,9.8489,5.6569,6.4031,12.649,18.439,20.396,21.378,24.331,10.296,11.18,17.72,25.495,9.2195,10.817,18.028,9.8995,7.0711,7.6158,15.652,25,11.314,12.806,17.889,19.698,22.472,24.352,9.2195,11.402,14.213,25.632,26,26.926,14.213,11.045,11.705,14.213,15,12.042,20,21.633,13.928,19.849,16.125,15.652,17.804,19.105,18.601,19.849,21.932,24.207,28.302,30.017,18.358,16.031,20.616,22.627,28.844,19.235,18.788,17.029,17.263,17.72,27.803,18,18.248,22.804,23.431,19.925,19.647,19.235,20.248,21.024,25.495,20.616,26.907,28.284,32.016,22.472,21.587,21.095,24.698,26.401,27.019,27.659,28.32,32.65,33.422,22.561,27.803,31.828,23.195,32.527,24.083,24.021,24.187,25,27.295,27.785,31.241,26.249,26.173,26.306,27.659,27.166,27.074,27.659,28.16,33.015,36.797,37.483,28.018,32.249,32.757,33.287,29.833,29.614,29.069,32.202,33.121,30.265,30.15,30,31.048,32.311
24.083,19.105,3.6056,23.022,1,24,16,0,3,4,22.023,19.026,9.0554,7.0711,2.2361,14.142,3.6056,2.2361,2.8284,3.6056,9.2195,25.179,24.187,23.195,6.7082,3.1623,25.318,12.649,11.705,5.6569,4.4721,5.6569,6.4031,8.9443,8.6023,7.8102,5.099,10.296,23.77,9.2195,6.0828,24.042,16.553,14.765,7.2801,10.63,11.314,10,8,8.2462,9.434,10.63,20.125,12.728,10.296,12.042,12.806,13.454,27.313,20.248,16.279,13.038,27.731,20.809,12,12.166,24.698,13.038,27.785,16.643,14.866,14.318,15.811,15.297,15,15.297,17,18.028,29.682,21.932,16.279,16,17.889,30.232,29.411,22.672,21.401,20.248,18.028,24.083,22.204,18.111,18.028,29.069,28.32,23.022,21.024,20.248,19.026,22.825,20.1,20.396,21.932,31.89,29.698,25.239,21.213,21,21.024,21.095,21.213,22.847,23.259,30.414,22.023,23.087,29.833,24.042,30,29.411,27.295,25.632,24.187,24.083,24.331,26.249,32.202,28.636,34.828,33.015,32.45,28.792,28.16,27.166,28.46,28.792,31.765,28,28.018,28.071,37.014,36.401,32.202,29.069,29,36.056,35.511,34,31.048,30.265
27.074,22.091,2,26.019,3.1623,27,19,3,0,1,25.02,22.023,12.042,10.05,1.4142,17.117,6.3246,4.4721,2.2361,2,6.3246,28.16,27.166,26.173,9.4868,5,28.284,15.524,14.56,8.0623,4.1231,4.1231,4.4721,6.4031,11.18,10.296,5.3852,7.8102,26.683,11.662,6.3246,26.926,19.313,17.464,8.6023,8.6023,13.601,12.042,8.544,8.0623,8.2462,8.9443,22.847,15,12.042,10.296,11.18,11.662,30.083,22.825,18.601,14.866,30.463,23.324,12.369,12.042,27.295,13.601,30.414,18.439,16.125,15.232,17,16.155,15.297,15,15.811,16.553,32.249,24.083,17.088,16.279,16.763,32.757,31.906,24.759,23.345,22.023,17.263,26.173,24.083,18.682,18.439,31.401,30.61,24.839,22.472,21.471,19.105,24.413,20.025,20.025,20.881,34.205,31.89,27.019,21.84,21.213,21.095,21.024,21,21.84,22.136,32.558,22.091,22.361,31.828,23.345,31.89,31.241,28.844,26.833,24.739,24.515,24.021,27.313,34.059,30.017,36.797,34.828,34.205,29.967,29.155,27,27.659,27.893,33.287,28.16,28.071,28.018,38.949,38.288,33.615,29.428,29.155,37.802,37.202,35.511,31.953,30.806
28.071,23.087,2.2361,27.019,4.1231,28,20,4,1,0,26.019,23.022,13.038,11.045,2.2361,18.111,7.2801,5.3852,2.8284,2.2361,5.3852,29.155,28.16,27.166,10.44,5.831,29.275,16.492,15.524,8.9443,4.4721,4,4.1231,5.6569,12.083,11.18,5.831,7.0711,27.659,12.53,6.7082,27.893,20.248,18.385,9.2195,8.0623,14.422,12.806,8.9443,8.2462,8.0623,8.544,23.77,15.811,12.728,9.8489,10.77,11.18,31.016,23.707,19.416,15.556,31.385,24.187,12.649,12.166,28.178,13.928,31.305,19.105,16.643,15.652,17.493,16.553,15.524,15.033,15.524,16.155,33.121,24.839,17.464,16.492,16.492,33.615,32.757,25.495,24.042,22.672,17.117,26.907,24.759,18.974,18.682,32.202,31.401,25.495,23.022,21.954,19.235,25,20.1,20,20.616,35,32.65,27.659,22.136,21.378,21.213,21.095,21.024,21.587,21.84,33.302,22.204,22.204,32.527,23.195,32.558,31.89,29.411,27.295,25,24.739,24,27.731,34.713,30.529,37.483,35.468,34.828,30.414,29.547,27.019,27.459,27.659,33.838,28.284,28.16,28.071,39.623,38.949,34.132,29.614,29.275,38.419,37.802,36.056,32.311,31.048
