0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.131,1.1938,1.2566,1.3195,1.3823,1.4451,1.508,1.5708,1.5721,1.5758,1.5821,1.5908,1.6019,1.6154,1.6312,1.6493,1.6695,1.6918,1.7161,1.7424,1.7705,1.8003,1.8318,1.865,1.8996,1.9356,1.973,2.0116,2.0514,2.0924,2.1344,2.1775,2.2187,2.1747,2.1318,2.0898,2.0489,2.0091,1.9706,1.9333,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5669,1.504,1.4412,1.3784,1.3155,1.2527,1.1899,1.127,1.0642,1.0014,0.93855,0.87572,0.81289,0.75006,0.68722,0.62439,0.56156,0.49873,0.4359,0.37306,0.31023,0.2474,0.18457,0.12174,0.058905
0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.131,1.1938,1.2566,1.3195,1.3823,1.4451,1.508,1.5093,1.5132,1.5197,1.5288,1.5403,1.5544,1.5708,1.5895,1.6105,1.6336,1.6588,1.686,1.715,1.7458,1.7783,1.8123,1.8479,1.885,1.9233,1.9629,2.0037,2.0457,2.0886,2.1326,2.1747,2.1318,2.0898,2.0489,2.0091,1.9706,1.9333,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5681,1.5053,1.4426,1.3798,1.317,1.2543,1.1915,1.1288,1.0661,1.0034,0.94065,0.87797,0.81531,0.75268,0.69009,0.62754,0.56506,0.50267,0.4404,0.37832,0.31653,0.25525,0.19497,0.137,0.086126
0.12566,0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.131,1.1938,1.2566,1.3195,1.3823,1.4451,1.4465,1.4506,1.4574,1.4668,1.4789,1.4935,1.5106,1.5301,1.5518,1.5758,1.6019,1.63,1.66,1.6918,1.7253,1.7604,1.797,1.8351,1.8745,1.9151,1.9569,1.9998,2.0437,2.0886,2.1318,2.0898,2.0489,2.0091,1.9706,1.9333,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5722,1.5719,1.5093,1.4467,1.3841,1.3215,1.259,1.1965,1.134,1.0716,1.0092,0.94693,0.88469,0.82254,0.76051,0.69862,0.63691,0.57545,0.51432,0.45365,0.39366,0.33472,0.27749,0.22329,0.17496,0.13878
0.1885,0.12566,0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.131,1.1938,1.2566,1.3195,1.3823,1.3837,1.388,1.3951,1.405,1.4176,1.4328,1.4506,1.4709,1.4935,1.5184,1.5455,1.5746,1.6056,1.6385,1.673,1.7092,1.7469,1.786,1.8265,1.8681,1.911,1.9549,1.9998,2.0457,2.0898,2.0489,2.0091,1.9706,1.9333,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5722,1.5761,1.5782,1.5158,1.4535,1.3912,1.329,1.2668,1.2047,1.1427,1.0808,1.019,0.95729,0.89578,0.83446,0.77338,0.71261,0.65222,0.59235,0.53316,0.47491,0.41798,0.36301,0.31103,0.26381,0.22439,0.19749
0.25133,0.1885,0.12566,0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.131,1.1938,1.2566,1.3195,1.321,1.3254,1.3329,1.3432,1.3564,1.3723,1.3908,1.412,1.4355,1.4614,1.4895,1.5197,1.5518,1.5858,1.6215,1.6588,1.6976,1.7378,1.7794,1.8221,1.866,1.911,1.9569,2.0037,2.0489,2.0091,1.9706,1.9333,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5722,1.5761,1.5825,1.5869,1.5249,1.463,1.4011,1.3393,1.2777,1.2161,1.1547,1.0935,1.0324,0.97162,0.91107,0.85085,0.79104,0.73174,0.67308,0.61524,0.55848,0.50316,0.44982,0.39926,0.35266,0.31182,0.27926,0.25814
0.31416,0.25133,0.1885,0.12566,0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.131,1.1938,1.2566,1.2582,1.2629,1.2707,1.2815,1.2953,1.312,1.3314,1.3534,1.378,1.405,1.4342,1.4655,1.4988,1.5339,1.5708,1.6093,1.6493,1.6906,1.7333,1.7772,1.8221,1.8681,1.9151,1.9629,2.0091,1.9706,1.9333,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5722,1.5761,1.5825,1.5914,1.5981,1.5365,1.475,1.4137,1.3525,1.2915,1.2307,1.17,1.1096,1.0495,0.98973,0.93037,0.87148,0.81319,0.75563,0.69897,0.64346,0.58943,0.53731,0.48772,0.44152,0.39988,0.36436,0.33692,0.31963
0.37699,0.31416,0.25133,0.1885,0.12566,0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.131,1.1938,1.1955,1.2004,1.2086,1.22,1.2345,1.2519,1.2722,1.2953,1.321,1.3491,1.3794,1.412,1.4465,1.4829,1.521,1.5607,1.6019,1.6445,1.6883,1.7333,1.7794,1.8265,1.8745,1.9233,1.9706,1.9333,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5722,1.5761,1.5825,1.5914,1.6027,1.6116,1.5506,1.4897,1.429,1.3685,1.3082,1.2482,1.1884,1.129,1.07,1.0114,0.95342,0.89605,0.83947,0.78384,0.72937,0.67637,0.62518,0.57631,0.53038,0.48823,0.45092,0.41975,0.39616,0.38157
0.43982,0.37699,0.31416,0.25133,0.1885,0.12566,0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.131,1.1327,1.1379,1.1466,1.1586,1.1738,1.1922,1.2135,1.2376,1.2645,1.2938,1.3254,1.3593,1.3951,1.4328,1.4722,1.5132,1.5556,1.5994,1.6445,1.6906,1.7378,1.786,1.8351,1.885,1.9333,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5722,1.5761,1.5825,1.5914,1.6027,1.6163,1.6274,1.567,1.5068,1.4468,1.3871,1.3277,1.2686,1.2098,1.1515,1.0937,1.0365,0.97996,0.92425,0.8695,0.81592,0.76375,0.7133,0.66496,0.61923,0.57673,0.53823,0.50463,0.47698,0.45636,0.44375
0.50265,0.43982,0.37699,0.31416,0.25133,0.1885,0.12566,0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0681,1.07,1.0755,1.0846,1.0973,1.1134,1.1327,1.1551,1.1805,1.2086,1.2392,1.2722,1.3074,1.3447,1.3837,1.4245,1.4668,1.5106,1.5556,1.6019,1.6493,1.6976,1.7469,1.797,1.8479,1.8974,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5722,1.5761,1.5825,1.5914,1.6027,1.6163,1.6323,1.6455,1.5858,1.5263,1.4672,1.4083,1.3498,1.2917,1.2341,1.177,1.1205,1.0647,1.0097,0.95574,0.90291,0.85143,0.80158,0.75367,0.70809,0.66533,0.62597,0.59068,0.56024,0.53547,0.51719,0.50609
0.56549,0.50265,0.43982,0.37699,0.31416,0.25133,0.1885,0.12566,0.062832,0,0.062832,0.12566,0.1885,0.25133,0.31416,0.37699,0.43982,0.50265,0.56549,0.62832,0.69115,0.75398,0.81681,0.87965,0.94248,1.0053,1.0073,1.0131,1.0228,1.0362,1.0533,1.0737,1.0973,1.124,1.1534,1.1855,1.22,1.2566,1.2953,1.3358,1.378,1.4217,1.4668,1.5132,1.5607,1.6093,1.6588,1.7092,1.7604,1.8123,1.8628,1.8298,1.7984,1.7687,1.7407,1.7145,1.6903,1.6682,1.6481,1.6302,1.6145,1.6011,1.5902,1.5816,1.5755,1.5719,1.5708,1.5722,1.5761,1.5825,1.5914,1.6027,1.6163,1.6323,1.6505,1.6658,1.6068,1.5482,1.4899,1.4319,1.3744,1.3174,1.261,1.2051,1.15,1.0957,1.0424,0.99023,0.93934,0.88997,0.8424,0.79695,0.75399,0.71399,0.67746,0.645,0.61724,0.59485,0.57844,0.56855
