0,111.46,188.52,282.03,338.02,415.27,482.65,566.47,585.28,578.8,544.84,529.18,497.39,476.86,446.02,48.703,65.115,54.037,63.781,82.462,93.038,118.61,130.92,166.37,169.54,290.83,288.78,318.31,319.81,346.09,353.11,386.01,391.66,432.25,432.19,119.23,155.87,177.23,198.31,207.62,167.73,136.48,121.75,115.55,307.26,342.46,378.51,397.9,407.49,384.19,351.71,325.56,222.28,241.21,268.83,293.63,327.87,342.05,361.42,384.67,378.19,331.2,297.72,277.6,325.27,348.08,359.25,399.84,434,469.77,477.21,482.27,482.25,475.39,446.29,406.99,365.67,357.69,372.09,400.9,414.47,429.11,440.46,457.2
111.46,0,78.102,172.57,229.06,310.01,382.96,475.8,510.77,518.02,501.78,493.58,483.35,482,477.8,72.471,54.918,96.83,86.279,133.06,123.71,167.63,157.44,199.62,189.74,320.32,311.96,349.45,344.49,378.02,378.98,418.19,414.66,452.84,448.79,64,105.91,136.13,167.45,186.39,163.77,133.88,101.98,64.125,300.24,334.72,372.77,398.08,412.04,390.25,358.56,332.87,210.01,213.06,219.54,221.77,259.26,278.54,302.95,332.18,331.91,296.01,277.2,272.01,275.51,252.25,264.97,307.36,347.36,387.32,400.52,416.12,426.6,417.17,385.71,342.41,288.51,269.7,288.62,314.82,339.41,352.28,373.61,388.33
188.52,78.102,0,94.53,151.08,233.52,309.55,407.81,454.04,471.34,468.67,466.21,472.04,484.32,498.46,145.13,126.7,163.87,150.78,192.51,177.5,220,200.9,239.34,223.65,346.37,334.52,374.83,365.98,402.49,399.44,441.13,431.65,466.77,460.16,98.407,115.6,140.77,171.41,193.6,188.06,167.26,137.19,101.61,303.27,334.72,371.94,400.17,416.56,396.81,367.31,343.49,219.57,210.24,198.16,179.08,216.16,238.54,265.63,298.08,302.84,278.26,272.39,278.57,247.59,184.01,197.72,240.51,284.34,326.76,344.21,367.7,386.05,374.92,342.66,297.87,235.77,208.01,230.22,253.18,286.25,297.2,325.97,338.57
282.03,172.57,94.53,0,56.569,141.55,222.44,328.29,391.02,422.57,438.86,444.16,470.31,498.61,533.19,236.85,218.59,252.23,238.48,275.14,257.5,296.28,272,304.53,285.27,392.47,377.71,418.94,406.43,444.5,437.32,480.1,464.49,494.97,485.7,179.12,176.65,190.54,213.55,234.91,245.6,234.67,210.38,182.96,327.71,353.41,387.39,417.55,435.99,419.49,393.95,373.55,259.45,238.56,206.74,161.21,190.38,214.34,242.21,276.18,287.57,280.26,290.69,308.97,239.71,114.49,128.83,168.63,217.12,261.73,285.39,320.11,349.19,336.15,304.47,260.5,191.05,149.89,175.86,190.55,236.01,242.98,281.84,290.41
338.02,229.06,151.08,56.569,0,88.204,172.9,283.75,358.22,399.37,428.04,438.21,476.29,513.4,558.86,292.25,274.12,306.37,292.48,326.96,308.55,345.36,319.4,348.86,328.49,426.21,410.28,451.19,437.05,475.25,466.05,508.74,490.1,517.6,507.01,231.84,223.58,232.72,251.34,271.2,288.28,281.54,259.98,235.77,352.05,373.87,405.11,435.63,454.81,440.44,417.61,399.5,293.97,268.72,229.27,173.91,194.29,216.93,243.13,276.01,291,294.35,313.21,337.01,250.48,94.085,106.08,137.36,186.6,230.87,258.57,300.41,336.02,322.1,292.03,250.8,181.34,134.24,160.05,166.05,218.33,221.77,266.19,271.45
415.27,310.01,233.52,141.55,88.204,0,86.556,200.81,288.62,342.21,388.33,405.55,460.83,510.83,572.97,367.77,350.29,378.13,364.14,393,373.37,405.41,376.94,400,378.34,456.89,439.48,478.71,462.21,499.65,487.29,528.83,505.59,527.55,515.05,302.06,284.04,285.27,296,312.34,338.73,339.35,323.39,306.06,370.14,384.83,410.47,440.48,460.25,449.73,432,418.23,331.06,300.59,253.14,191.44,195.24,212.43,232.8,260.77,280.18,299.81,330.48,361.67,254.57,90.554,90.907,91.389,131.24,170.01,202.16,252.58,296.38,281.84,256.16,222.8,163.22,118.83,136.48,125.54,180.95,178.04,227.2,226.72
482.65,382.96,309.55,222.44,172.9,86.556,0,115.41,214.46,279.49,342.19,366.01,436.66,497.88,574.78,434.15,417.67,440.6,426.82,449.61,429.35,456,426.04,442.4,420.31,478.02,459.79,496.1,477.87,513.4,498.35,537.57,510.5,526.42,512.41,365.17,339.51,334.01,337.34,349.59,382.88,390.05,379.71,369.09,382.9,390,408.96,437.2,456.81,450.44,438.37,429.35,363.61,330.39,279.89,220.95,209.35,218.33,229.82,249.26,271.2,305.19,344.82,381.09,263.04,135.48,126.25,93.744,97.837,117.18,150.31,205.72,255.26,241.14,222.8,202.47,165.71,139.44,141.68,115.39,157.29,147.11,193.66,186.39
566.47,475.8,407.81,328.29,283.75,200.81,115.41,0,118.93,199.7,284.68,316.83,405.25,478.83,572.5,517.87,503.02,519.45,506.32,521.16,500.82,520.1,489.51,497.16,475.55,504.88,486.5,517.37,497.74,529.22,511.33,545.85,514.87,522.1,506.66,447.24,414.27,401.7,396.59,403.37,442.57,456.95,453.51,450.92,404.78,401.64,410.49,434.53,452.77,452.31,448.36,446.02,410.95,377.04,327.98,279.89,254.28,252.2,250.65,255.35,277.03,324.99,371.75,411.41,292.17,224.12,210.95,168.44,133.52,108.02,122.8,167.45,216.33,205.46,202.78,206.81,209.12,208.78,196.16,166.34,172.01,156.05,181.04,165.08
585.28,510.77,454.04,391.02,358.22,288.62,214.46,118.93,0,84.9,180.28,216.81,314.36,394.73,499.19,538.47,526.43,533.67,521.97,526.26,506.82,516.43,486.69,484.09,464.25,461.91,444.39,468.21,448.22,474.21,454.44,483.03,449.76,448.83,432.78,469.23,429.44,409.59,395.42,395.6,438.36,460.02,464.93,472.41,363.46,350.37,348.69,367.15,383.05,388.07,392.08,396.41,395.6,364,322.02,292.42,257.41,244.6,230.08,218.4,235.37,290.08,338.64,378.13,271.86,276.88,262.46,222.83,173.91,129.32,110.31,110.16,140.23,136.13,152.32,181.6,222.4,246.45,223.89,202.04,171.83,158.49,147.65,129.69
578.8,518.02,471.34,422.57,399.37,342.21,279.49,199.7,84.9,0,99.539,137.9,238.74,321.71,431.15,534.57,524.9,525.36,515.05,511.68,493.51,495.9,467.79,457.95,440.11,415.23,398.9,416.98,397.34,418.76,398.22,422.08,388.02,381.7,365.58,468.72,425.79,401.73,381.81,377.2,420.41,446.36,457.06,471.41,322.1,302.24,292.75,306.32,320,328.74,338.34,347.34,371.68,343.64,309.97,296.44,258.8,239.94,217.81,194.91,205.25,258.99,305,341.97,254.03,309.38,295.6,262.43,214.11,172.29,141.42,103.77,98.184,103.48,133.06,175.6,236.14,272.71,246.98,233.83,187.24,179.62,145.44,133.28
